another-earth,0.09910322
bad-education,1e-20
a-place-at-the-table,1e-20
angels-demons,1e-20
blind-mountain,1e-20
raze,1e-20
blue-caprice,1e-20
bliss,1e-20
blood-and-chocolate,1e-20
bloodrayne,1e-20
the-wash,1e-20
blood-ties,1e-20
blood-work,1e-20
blow,1e-20
the-bling-ring,1e-20
arthur-1981,1e-20
the-blue-room,1e-20
blue-ruin,1e-20
the-blues-brothers,1e-20
blue-is-the-warmest-color,1e-20
xxx-return-of-xander-cage,1e-20
annabelle-creation,1e-20
get-out,1e-20
the-visit-2015,1e-20
rent,1e-20
the-abcs-of-death,1e-20
the-belko-experiment,1e-20
the-recruit,1e-20
body-heat,1e-20
a-people-uncounted,1e-20
beloved,1e-20
freeze-frame,1e-20
airheads,1e-20
what-would-jesus-buy,1e-20
body-of-lies,1e-20
boo!-a-madea-halloween,1e-20
annie,1e-20
the-strange-color-of-your-bodys-tears,1e-20
bolt,1e-20
ray,1e-20
47-ronin,1e-20
the-bone-collector,1e-20
takers,1e-20
lucky-numbers,1e-20
animal-house,1e-20
the-book-of-eli,1e-20
batman-robin,1e-20
a-chorus-line,1e-20
the-book-thief,1e-20
anomalisa,1e-20
